id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23066091,Mount Browne Cottage,27717363,Dale,,Coffs Harbour,-30.27827,153.03835,Entire home/apt,190,2,73,2022-10-29,1.39,1,261,39,PID-STRA-3313-2
23094911,"Sea Pearl on Boomerang Beach, Pacific Palms.",8077567,Susanne,,Mid-Coast,-32.33834,152.54146,Entire home/apt,1100,3,34,2022-10-21,0.60,1,263,9,PID-STRA-2347
23129888,Akuna Luxury Waterfront Retreat: Botanic Suite,103921177,Linda,,Port Macquarie-Hastings,-31.4038,152.90547,Private room,410,1,121,2022-10-31,2.11,2,108,17,Exempt
23135164,Nulla Nulla Blacksmith's forest creek wood cabin,171933141,Wendy,,Kempsey,-30.71559,152.49513,Entire home/apt,261,2,250,2022-10-31,4.35,1,314,65,PID-STRA-12245-2
23149289,Pinky's Place,172060067,Carol,,Bellingen,-30.44312,152.89983,Entire home/apt,95,2,119,2022-10-18,2.09,1,58,27,Exempt
23189794,Picturesque Lizzie Palms 1,27077736,Pacific Palms,,Mid-Coast,-32.330067,152.532639,Entire home/apt,198,5,5,2020-01-03,0.09,116,315,0,PID-STRA-13891
23209686,"Urunga home - mountains, rivers and beaches.",12486645,Bev,,Bellingen,-30.50898,153.00244,Entire home/apt,300,3,25,2022-04-24,0.53,1,0,11,PID-STRA-15820
23221112,All 2 Heavenly,27077736,Pacific Palms,,Mid-Coast,-32.34866,152.53767,Entire home/apt,847,2,3,2021-02-17,0.05,116,322,0,PID-STRA-609
23221153,Laurina Estate Countryside Getaway,172731539,Megan & Rob,,Mid-Coast,-32.07642,152.47516,Private room,521,2,8,2021-11-16,0.19,1,199,1,Exempt
23238748,2/184 Kularoo Drive,89047254,Pacific Coast Property,,Mid-Coast,-32.198,152.53701,Entire home/apt,135,3,11,2022-06-10,0.22,76,259,4,PID-STRA-21908-2
23259902,"Akuna 14, 6 Joffre Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43104,152.91662,Entire home/apt,217,2,11,2022-04-09,0.20,145,273,3,PID-STRA-23470
23259904,"Akuna 18, 6 Joffre Street,",159529466,Elders,,Port Macquarie-Hastings,-31.42995,152.91589,Entire home/apt,164,2,8,2022-09-12,0.30,145,203,3,PID-STRA-23500
23259914,"Akuna 20, 6 Joffre Street",159529466,Elders,,Port Macquarie-Hastings,-31.42923,152.9165,Entire home/apt,190,2,24,2022-10-01,0.44,145,202,5,PID-STRA-23509
23259916,"Akuna 23, 6 Joffre Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43064,152.91639,Entire home/apt,216,2,4,2021-12-30,0.07,145,136,1,PID-STRA-23528
23259924,"Amara, 6 Wesley Avenue,",159529466,Elders,,Port Macquarie-Hastings,-31.44733,152.92833,Entire home/apt,613,2,17,2022-09-17,0.35,145,298,4,PID-STRA-24680
23259937,"AquaLuna at Lighthouse Beach, 8 Capalla Court,",159529466,Elders,,Port Macquarie-Hastings,-31.4732,152.92396,Entire home/apt,186,2,16,2022-08-29,0.34,145,263,5,PID-STRA-25988
23259962,"Fountain Court 21, 18 Lord Street,",159529466,Elders,,Port Macquarie-Hastings,-31.4324,152.91659,Entire home/apt,208,2,5,2022-09-20,0.12,145,279,3,PID-STRA-24486
23259975,"Fountain Court 25, 18 Lord Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43306,152.91843,Entire home/apt,175,2,11,2022-05-22,0.34,145,196,2,PID-STRA-27887
23260015,"Relax At Lighthouse! 4 Lighthouse Road,",159529466,Elders,,Port Macquarie-Hastings,-31.47138,152.93441,Entire home/apt,388,2,23,2022-10-18,0.43,145,262,10,PID-STRA-17641
23260021,"Rocky Beach Cottage, 26 Pacific Drive,",159529466,Elders,,Port Macquarie-Hastings,-31.43934,152.92384,Entire home/apt,138,2,8,2022-08-13,0.19,145,280,4,PID-STRA-24471
23260023,"Sandcastle 407, 12-24 William Street,",159529466,Elders,,Port Macquarie-Hastings,-31.4316,152.92099,Entire home/apt,273,2,4,2022-02-03,0.08,145,243,1,PID-STRA-26717
23260071,"Shiloh Holiday House, 14 East Street,",159529466,Elders,,Kempsey,-31.19018,152.97837,Entire home/apt,238,2,2,2022-09-10,0.05,145,259,1,PID-STRA-18967
23260083,"Sundial 503, 8-10 Hollingworth Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43288,152.90575,Entire home/apt,168,2,3,2022-03-20,0.18,145,265,2,PID-STRA-23737
23260099,"Sundial 602, 8-10 Hollingworth Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43208,152.90467,Entire home/apt,154,2,3,2022-09-23,0.06,145,290,2,PID-STRA-27892
23260107,"Sundial 603, 8-10 Hollingworth Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43327,152.90494,Entire home/apt,92,2,0,,,145,40,0,PID-STRA-27892
23260123,"Tasman Towers 12, 3 Munster Street,",159529466,Elders,,Port Macquarie-Hastings,-31.42808,152.9124,Entire home/apt,151,2,1,2020-08-16,0.04,145,251,0,PID-STRA-24510
23260139,"Tasman Towers 22, 3 Munster Street,",159529466,Elders,,Port Macquarie-Hastings,-31.42793,152.91235,Entire home/apt,237,2,6,2022-05-29,0.12,145,241,2,PID-STRA-26030
23260142,"Tasman Towers 5, 3 Munster Street,",159529466,Elders,,Port Macquarie-Hastings,-31.4289,152.91113,Entire home/apt,187,2,10,2022-06-30,0.37,145,231,6,PID-STRA-24670
23260161,"Tasman Towers 9, 3 Munster Street,",159529466,Elders,,Port Macquarie-Hastings,-31.4278,152.91083,Entire home/apt,158,2,13,2022-10-13,0.32,145,215,9,PID-STRA-23559
23260176,"Sandpiper 9, 25 Waugh Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43189,152.90018,Entire home/apt,273,2,7,2022-05-14,0.15,145,317,4,PID-STRA-24674
23260319,Serenity - our peaceful beach retreat,63848035,Lyn,,Mid-Coast,-32.66948,152.17675,Entire home/apt,357,2,18,2022-10-07,0.32,1,291,8,PID-STRA-6248
23260792,"Allamanda House, 3 Willow Street,",159529466,Elders,,Kempsey,-31.18839,152.97537,Entire home/apt,391,2,4,2021-10-17,0.07,145,225,0,PID-STRA-24059
23260802,"Beachpark 56, 58 Pacific Drive,",159529466,Elders,,Port Macquarie-Hastings,-31.44346,152.92563,Entire home/apt,147,2,24,2022-09-05,0.65,145,271,12,PID-STRA-27898
23260805,"Berdella Park 25, 6 Flynn Street,",159529466,Elders,,Port Macquarie-Hastings,-31.44456,152.92513,Entire home/apt,124,2,4,2022-02-05,0.11,145,276,1,PID-STRA-29437
23260826,"Breakers 1, 2 Hill Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43795,152.92416,Entire home/apt,126,2,4,2021-07-21,0.14,145,306,0,PID-STRA-23660
23260853,"Breakers 3, 2 Hill Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43978,152.92271,Entire home/apt,126,2,5,2022-08-07,0.09,145,322,1,PID-STRA-23697
23260871,"Breakers 4, 2 Hill Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43923,152.92444,Entire home/apt,126,2,4,2021-12-30,0.18,145,320,1,PID-STRA-23711
23260885,"Breakers 5, 2 Hill Street,",159529466,Elders,,Port Macquarie-Hastings,-31.44012,152.92321,Entire home/apt,126,2,3,2020-08-31,0.07,145,304,0,PID-STRA-23718
23260897,"Breakers 6, 2 Hill Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43972,152.9232,Entire home/apt,126,2,5,2021-11-29,0.18,145,270,1,PID-STRA-23720
23260921,"Blue Beach House, 9 Cross Street, Port Macquarie",159529466,Elders,,Port Macquarie-Hastings,-31.43708,152.92141,Entire home/apt,161,2,8,2022-05-13,0.17,145,297,1,PID-STRA-27789
23260939,"Dolphins 2, 7 Commodore Crescent,",159529466,Elders,,Port Macquarie-Hastings,-31.42429,152.89439,Entire home/apt,206,2,12,2022-05-26,0.23,145,198,3,PID-STRA-24196
23260955,"Escape at Nobbys Executive Townhouse 1, 1/3 Wesley Avenue",159529466,Elders,,Port Macquarie-Hastings,-31.44831,152.92892,Entire home/apt,344,2,8,2021-12-16,0.16,145,322,1,PID-STRA-18056
23260970,"Flynns Beach Apartments  4, 41 Pacific Drive",159529466,Elders,,Port Macquarie-Hastings,-31.44053,152.92541,Entire home/apt,148,3,10,2021-11-28,0.35,145,308,1,PID-STRA-29611
23260973,"Harbourwatch 11, 18 Burrawan Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43403,152.92151,Entire home/apt,193,2,15,2022-06-19,0.29,145,203,2,PID-STRA-27787
23260981,"Flightdeck 301, 5-7 Clarence Street,",159529466,Elders,,Port Macquarie-Hastings,-31.42769,152.91234,Entire home/apt,240,2,17,2021-12-23,0.61,145,216,2,PID-STRA-31518
23261058,"Mainsail 10, 17 Owen Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43249,152.92056,Entire home/apt,146,2,17,2022-10-17,0.32,145,323,6,PID-STRA-24496
23261086,"Ocean Terrace 6, 67 Pacific Drive,",159529466,Elders,,Port Macquarie-Hastings,-31.44439,152.92814,Entire home/apt,162,2,12,2022-08-22,0.24,145,208,3,PID-STRA-17647-6
23261097,"Ocean Court 1, 13 Lord Street,",159529466,Elders,,Port Macquarie-Hastings,-31.42997,152.91761,Entire home/apt,131,2,6,2022-09-12,0.14,145,0,2,PID-STRA-24188
23261142,"Shelly Cove Unit 13, 13/113 Pacific Drive,",159529466,Elders,,Port Macquarie-Hastings,-31.45627,152.92986,Entire home/apt,133,2,5,2021-12-09,0.09,145,321,1,PID-STRA-26028
23261172,"The Crest 8, 33 Pacific Drive,",159529466,Elders,,Port Macquarie-Hastings,-31.43918,152.92469,Entire home/apt,155,2,9,2022-09-12,0.21,145,138,6,PID-STRA-26588
23261247,"Yurung, 26 Dulconghi Street,",159529466,Elders,,Kempsey,-31.19062,152.97985,Entire home/apt,224,2,3,2021-06-14,0.05,145,289,0,PID-STRA-19385
23262208,"4/84 The Anchorage,  Port Macquarie",159529466,Elders,,Port Macquarie-Hastings,-31.4199,152.89267,Entire home/apt,357,2,13,2022-10-13,0.24,145,252,6,PID-STRA-17632-4
23262213,"Bally High, 20 Dulconghi Street,",159529466,Elders,,Kempsey,-31.19242,152.98073,Entire home/apt,340,2,15,2022-04-23,0.40,145,264,3,PID-STRA-24083
23262228,"Banyula, 103 Neville Morton Drive,",159529466,Elders,,Kempsey,-31.17001,152.94896,Entire home/apt,435,2,6,2022-05-24,0.25,145,127,1,PID-STRA-24096
23262229,"Barrels Beach House, 28 Dulconghi Street",159529466,Elders,,Kempsey,-31.19257,152.98029,Entire home/apt,291,2,16,2022-09-11,0.61,145,219,7,PID-STRA-23820
23262237,"Beach Club 1, 5 Gowing Street",159529466,Elders,,Kempsey,-31.18979,152.97997,Entire home/apt,312,2,7,2022-10-16,0.25,145,190,4,PID-STRA-19001
23262264,"Beachfront 1, 25 Willow Street,",159529466,Elders,,Kempsey,-31.18672,152.97486,Entire home/apt,230,2,1,2020-08-18,0.04,145,128,0,PID-STRA-23823
23262274,"Beachfront 3, 25 Willow Street,",159529466,Elders,,Kempsey,-31.18673,152.97612,Entire home/apt,232,2,1,2021-05-17,0.06,145,185,0,PID-STRA-23831
23262288,"Beachfront 5, 25 Willow Street,",159529466,Elders,,Kempsey,-31.18799,152.97492,Entire home/apt,212,2,2,2021-06-14,0.04,145,207,0,PID-STRA-26040
23262301,"Beachfront 6, 25 Willow Street,",159529466,Elders,,Kempsey,-31.187,152.97641,Entire home/apt,244,2,0,,,145,192,0,PID-STRA-23835
23262326,"Beau Soleil, 28 East Street,",159529466,Elders,,Kempsey,-31.19119,152.97606,Entire home/apt,244,2,10,2021-06-26,0.20,145,244,0,PID-STRA-23937
23262340,"Bella Vista, 9 East Street,",159529466,Elders,,Kempsey,-31.19141,152.97769,Entire home/apt,254,2,11,2022-07-24,0.26,145,232,3,PID-STRA-19566
23262359,"Berry, 16 East Street,",159529466,Elders,,Kempsey,-31.19151,152.97847,Entire home/apt,288,2,5,2022-02-20,0.18,145,256,3,PID-STRA-19429
23262374,"Billy's on Main, 44 Main Street,",159529466,Elders,,Kempsey,-31.19088,152.97249,Entire home/apt,244,2,6,2021-02-17,0.11,145,293,0,PID-STRA-23817
23262376,"Clareview, 8 Korogora Street,",159529466,Elders,,Kempsey,-31.19139,152.97616,Entire home/apt,198,2,5,2022-08-15,0.10,145,295,1,PID-STRA-23775
23262460,"Dolphin Court 1, 1 Gowing Street,",159529466,Elders,,Kempsey,-31.18913,152.98029,Entire home/apt,287,2,1,2019-05-20,0.02,145,135,0,PID-STRA-24038
23262468,"Endeavour, 10 Dulconghi Street",159529466,Elders,,Kempsey,-31.19055,152.97981,Entire home/apt,199,2,10,2022-09-19,0.24,145,221,1,PID-STRA-19439
23262496,"Fleur Cottage, 7 Willow Street,",159529466,Elders,,Kempsey,-31.18835,152.97544,Entire home/apt,227,2,2,2022-09-12,0.47,145,191,2,PID-STRA-23787
23262516,"Good Vibes, 18 East Street,",159529466,Elders,,Kempsey,-31.18975,152.97865,Entire home/apt,264,2,5,2021-12-05,0.11,145,301,1,PID-STRA-24079
23262536,"Hampstead, 32 Main Street,",159529466,Elders,,Kempsey,-31.19119,152.97459,Entire home/apt,280,2,10,2022-06-18,0.23,145,267,4,PID-STRA-19307
23262551,"Heathers Seaside Apartments 1, 10 Rankine Street,",159529466,Elders,,Kempsey,-31.18972,152.98037,Entire home/apt,281,2,8,2022-07-31,0.15,145,178,2,PID-STRA-24697
23262626,"Lorikeet Retreat, 11 Hodgson Street,",159529466,Elders,,Kempsey,-31.18946,152.97536,Entire home/apt,220,2,5,2021-05-17,0.20,145,293,0,PID-STRA-24063
23262663,"Milton 5, 99 Pacific Drive",159529466,Elders,,Port Macquarie-Hastings,-31.45186,152.92866,Entire home/apt,141,3,19,2022-07-23,0.35,145,244,6,PID-STRA-26586
23262722,"Rosemaree, 24 East Street,",159529466,Elders,,Kempsey,-31.19068,152.97833,Entire home/apt,298,2,9,2021-06-26,0.22,145,261,0,PID-STRA-24706
23262762,"Shellseekers, 4 Hodgson Street,",159529466,Elders,,Kempsey,-31.19152,152.97677,Entire home/apt,357,2,4,2022-06-13,0.07,145,252,2,PID-STRA-19408
23276486,THE BEACH HAVENS - HAVEN OCEANA,127239916,Leesa And Mark,,Coffs Harbour,-30.17154,153.18736,Entire home/apt,290,2,91,2022-10-31,1.62,3,145,26,PID-STRA-3567
23293226,THE BEACH HAVEN SPECTACULAR TRULY BESPOKE LUXURY,127239916,Leesa And Mark,,Coffs Harbour,-30.17154,153.18736,Entire home/apt,720,3,5,2022-07-28,0.10,3,137,1,PID-STRA-3567
23331573,Feel Free BnB,162044647,Tina,,Coffs Harbour,-30.27897,153.12021,Private room,110,1,293,2022-10-29,5.14,1,317,51,PID-STRA-16870
23358157,"Nordhaus - quality, style and good vibes",1468965,Jonny & Sabine,,Mid-Coast,-32.37903,152.49756,Entire home/apt,360,3,60,2022-10-03,1.07,1,53,14,PID-STRA-4106
23382797,The Honey House,21242340,Meaghan,,Mid-Coast,-31.70219,152.28923,Entire home/apt,120,2,34,2022-10-03,0.61,1,158,8,Exempt
23434781,'Coolalie' on the River,54668493,Katrina,,Kempsey,-30.95491,152.62276,Entire home/apt,360,2,39,2022-10-09,0.70,1,318,9,PID-STRA-8049
23472095,Little Karma - Between the ocean and the lake,359599,Ken,,Mid-Coast,-32.24514,152.51452,Entire home/apt,476,2,43,2022-10-28,0.77,12,50,10,PID-STRA-13287
23473205,Frances St Studio,20373247,D'Arcy,,Coffs Harbour,-30.29052,153.10895,Entire home/apt,264,2,19,2022-10-16,1.77,1,62,19,PID-STRA-29621
23485717,"Almare, 7 Gowing Street,",159529466,Elders,,Kempsey,-31.19132,152.98038,Entire home/apt,178,2,11,2022-09-11,0.33,145,274,5,PID-STRA-23841
23485745,"Apollo 1, 9 Hodgson Street,",159529466,Elders,,Kempsey,-31.1892,152.9748,Entire home/apt,177,2,5,2022-06-12,0.14,145,322,1,PID-STRA-19394
23485753,"Apollo 2, 9 Hodgson Street,",159529466,Elders,,Kempsey,-31.18978,152.97671,Entire home/apt,161,2,2,2022-09-11,0.05,145,301,1,PID-STRA-19394
23485766,"Awesome View, 4 View Street,",159529466,Elders,,Kempsey,-31.19127,152.97568,Entire home/apt,331,2,15,2022-05-16,0.30,145,275,2,PID-STRA-19581
23485775,"Beachfront 2, 25 Willow Street,",159529466,Elders,,Kempsey,-31.18861,152.97626,Entire home/apt,207,2,1,2020-10-24,0.04,145,238,0,PID-STRA-23829
23485787,"Beachfront 4, 25 Willow Street,",159529466,Elders,,Kempsey,-31.18822,152.97682,Entire home/apt,201,2,2,2021-06-10,0.07,145,234,0,PID-STRA-23833
23485800,"Bellhaven 1, 17 Willow Street,",159529466,Elders,,Kempsey,-31.18876,152.97513,Entire home/apt,176,2,6,2022-07-23,0.26,145,205,3,PID-STRA-19560
23485816,"Breakaway, 11 Scott Street,",159529466,Elders,,Kempsey,-31.18946,152.97668,Entire home/apt,339,2,2,2018-09-23,0.04,145,285,0,PID-STRA-23839
23485836,"Dolphin Court 2, 1 Gowing Street,",159529466,Elders,,Kempsey,-31.18949,152.97958,Entire home/apt,287,2,4,2021-11-16,0.14,145,176,1,PID-STRA-24002
23485853,"Heathers Seaside Apartments 2, 10 Rankine Street,",159529466,Elders,,Kempsey,-31.19032,152.97908,Entire home/apt,272,2,15,2022-07-23,0.32,145,173,5,PID-STRA-24701
23485858,"Jupiter, 3 Scott Street,",159529466,Elders,,Kempsey,-31.18955,152.97846,Entire home/apt,228,2,2,2018-09-23,0.04,145,0,0,PID-STRA-23814
23485867,"LaMaison de Shines, 13 Dulconghi Street,",159529466,Elders,,Kempsey,-31.19274,152.97718,Entire home/apt,347,2,2,2020-12-03,0.06,145,269,0,PID-STRA-6740
23485876,"Oceanview, 6 Stewart Street,",159529466,Elders,,Kempsey,-31.19078,152.98144,Entire home/apt,231,2,9,2022-09-23,0.19,145,252,4,PID-STRA-24711
23486335,"Bellhaven 2, 17 Willow Street,",159529466,Elders,,Kempsey,-31.18667,152.97606,Entire home/apt,354,2,2,2021-06-28,0.10,145,273,0,PID-STRA-23928
23532105,Salt Rock. Beach Front Luxury,1974449,Sheree,,Mid-Coast,-32.33838,152.54101,Entire home/apt,1350,2,7,2021-01-04,0.15,1,4,0,PID-STRA-17488-2
23545233,"Fernridge Farm Cottage, Bellingen",175341125,Judy,,Bellingen,-30.43812,152.8577,Entire home/apt,220,2,42,2022-10-26,0.91,1,257,13,PID-STRA-1848-2
23568597,"Sea View, 3 Hodgson Street,",159529466,Elders,,Kempsey,-31.18892,152.97755,Entire home/apt,226,2,2,2021-02-11,0.04,145,320,0,PID-STRA-23932
23569378,A Slice of Paradise,82403518,Linda,,Kempsey,-31.19162,152.97777,Entire home/apt,300,3,74,2022-10-31,1.41,2,283,23,PID-STRA-7986
23613638,Fern Ridge Private Retreat,24298982,Graham,,Coffs Harbour,-30.27789,153.06347,Entire home/apt,700,2,12,2022-09-14,0.22,2,249,2,PID-STRA-13458
23614019,"Mignon Cottage, 9 Noongah Terrace,",159529466,Elders,,Kempsey,-31.19265,152.97575,Entire home/apt,205,2,10,2022-10-21,0.20,145,294,1,PID-STRA-23935
23647310,"The Boatshed - 400m Beach, 2 baths, Cafes, Pets",73812833,Cass,,Port Macquarie-Hastings,-31.43259,152.91786,Entire home/apt,211,2,278,2022-10-27,5.00,4,94,61,PID-STRA-10553
23675592,Beach house - stroll down the hill to the beach,177110245,Jenny And Peter,,Nambucca Valley,-30.59167,153.01261,Entire home/apt,225,3,118,2022-10-18,2.11,1,201,25,PID-STRA-26766
23704109,Seascape 🌊,47055071,Ngaire,,Mid-Coast,-32.0425,152.53958,Entire home/apt,364,2,28,2022-10-08,0.49,1,305,10,PID-STRA-12599-1
23719079,BURGESS BEACH HOUSE,177770191,Jai,,Mid-Coast,-32.19988,152.54051,Entire home/apt,279,3,201,2022-10-16,3.61,1,277,27,PID-STRA-11283
23753727,Beach House on Windmill,124634673,Lee,,Port Macquarie-Hastings,-31.43613,152.92219,Entire home/apt,220,2,112,2022-10-21,1.98,1,237,23,PID-STRA-18401
23772298,The Eagles Loft,119161336,Sam,,Coffs Harbour,-30.20412,153.13444,Private room,191,1,39,2022-05-15,0.73,1,0,4,PID-STRA-5923
23791238,"Ocean Court 7, 13 Lord Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43031,152.91724,Entire home/apt,120,2,9,2022-01-07,0.16,145,294,1,PID-STRA-24008
23791249,"Ocean Court 8, 13 Lord Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43017,152.91755,Entire home/apt,116,2,13,2022-08-10,0.29,145,278,5,PID-STRA-24494
23810514,Shorebreak Studio 1 Bali Style at Sapphire Beach,145422896,Kellie,,Coffs Harbour,-30.24369,153.14539,Entire home/apt,200,2,59,2022-09-18,1.09,2,315,8,PID-STRA-8514
23841790,"Spirit of the Rainforest   ""The Shed """,6284800,Julie,,Nambucca Valley,-30.68745,152.7449,Entire home/apt,200,1,96,2022-10-06,1.71,1,153,26,PID-STRA-36255
23883178,Dorrigo Waterfall Cabins - Cockatoo Cabin,162586892,Chai Moy,,Bellingen,-30.31589,152.71431,Entire home/apt,195,2,155,2022-10-30,2.77,3,333,42,PID-STRA-14928-1
23884258,Relax & Unwind in Crescent Head,62069413,Ali,,Kempsey,-31.19107,152.97249,Entire home/apt,685,3,88,2022-01-29,1.57,1,16,2,PID-STRA-19200
23901466,"2BR Cottage Private AC w/ WIFI, Pets, Deck,  Jetty",175612127,Annelies,,Coffs Harbour,-30.30788,153.12831,Entire home/apt,145,1,400,2022-10-31,7.22,7,298,120,PID-STRA-3951-2
23907512,"Wren's Rest - Tranquil, stylish and amazing value",66741701,Tanya,,Bellingen,-30.436644,152.850067,Entire home/apt,180,2,196,2022-10-29,3.55,1,314,47,PID-STRA-2053
23931626,Quiet Retreat on The Great Lakes (Forster NSW),179429435,Gavin,,Mid-Coast,-32.22077,152.52715,Entire home/apt,250,3,140,2022-10-21,2.50,1,142,21,PID-STRA-9308
23931667,ROCKPOOL - Blueys Beach House w Stunning Views!,179912307,Fiona,,Mid-Coast,-32.35363,152.53421,Entire home/apt,836,2,57,2022-10-07,1.06,3,150,16,PID-STRA-19316
23948961,"Macquarie Towers 17, 1 Waugh Street,",159529466,Elders,,Port Macquarie-Hastings,-31.43297,152.90538,Entire home/apt,122,2,6,2022-04-08,0.21,145,248,2,PID-STRA-24676
23998848,"Private Studio - quiet leafy street, walk to town",180585447,Kersten,,Bellingen,-30.44228,152.8942,Entire home/apt,149,2,58,2022-10-22,1.40,1,90,12,PID-STRA-5099
24000848,"3/54 Owen Street, Port Macquarie",159529466,Elders,,Port Macquarie-Hastings,-31.43573,152.92141,Entire home/apt,206,2,6,2022-01-22,0.13,145,309,1,PID-STRA-26054
24045917,Coffs Coast Mountain Retreat Accessibility Cabin 2,158796515,Sandra,,Coffs Harbour,-30.19745,152.92213,Entire home/apt,211,2,134,2022-10-22,2.39,2,353,21,PID-STRA-7084-3
24086308,"Blue Water Escape, Manning Point nr Old Bar,",162203292,Angie,,Mid-Coast,-31.89258,152.66476,Entire home/apt,160,2,51,2022-10-27,0.99,1,289,25,PID-STRA-4056
24139408,"Close to sport fields, hospital, CBD and highway",14170888,Sandi,,Coffs Harbour,-30.30586,153.09396,Private room,95,1,206,2022-10-15,3.70,1,105,34,PID-STRA-24385
24144400,"Top40 House - Bright, cosy dune top beach house",170434595,Joan,,Mid-Coast,-32.33729,152.54212,Entire home/apt,355,2,77,2022-01-01,1.44,1,3,1,PID-STRA-5604
24163472,Dorrigo Waterfall Cabins - Rosella Cabin,162586892,Chai Moy,,Bellingen,-30.31687,152.71606,Entire home/apt,295,3,54,2022-08-03,0.98,3,340,9,PID-STRA-14928-3
24210370,Akuna Luxury Waterfront Retreat: Akuna River Suite,103921177,Linda,,Port Macquarie-Hastings,-31.4038,152.90547,Private room,410,1,144,2022-09-20,2.58,2,108,21,Exempt
24212895,Oceanside 19 - Beach House on the Dunes!,179912307,Fiona,,Mid-Coast,-32.3421,152.54179,Entire home/apt,150,2,72,2022-10-16,1.31,3,133,4,PID-STRA-24051
24214283,Hawks Nest Family Holiday Home,182553681,Jen,,Mid-Coast,-32.67259,152.17827,Entire home/apt,314,1,78,2022-10-29,1.41,2,294,29,PID-STRA-7725
24215349,Bellbrooke,182561323,Alex,,Bellingen,-30.44108,152.90502,Private room,99,1,162,2022-10-29,3.01,2,327,47,PID-STRA-24289-1
24234312,Meadow View Relaxation,171177590,Eric,,Mid-Coast,-31.87075,152.50388,Entire home/apt,170,2,73,2022-11-01,1.33,2,165,16,PID-STRA-10055
24234855,Meadow View Retreat,171177590,Eric,,Mid-Coast,-31.87129,152.50388,Private room,85,2,34,2022-10-03,0.65,2,160,13,PID-STRA-10055
24343128,Oceanside 21 - Beach House on the Dunes!,179912307,Fiona,,Mid-Coast,-32.3393,152.54281,Entire home/apt,150,2,70,2022-10-07,1.26,3,250,19,PID-STRA-24084
24357726,Bennett's Beach Townhouse,54444093,Lisa,,Mid-Coast,-32.67541,152.18409,Entire home/apt,223,2,29,2022-09-30,0.60,13,293,15,PID-STRA-23442-2
24380573,"Ohana,  Lake Cathie",144525466,Jason,,Port Macquarie-Hastings,-31.54483,152.85991,Entire home/apt,250,90,64,2021-04-26,1.27,1,123,0,
24385201,Spacious sapphire beach home.,183468527,Kylie,,Coffs Harbour,-30.22586,153.15251,Entire home/apt,550,5,48,2022-06-04,0.87,1,0,7,PID-STRA-6541
24456289,LAKE RUSSELL RETREAT,184719108,Adele,,Coffs Harbour,-30.17202,153.16821,Entire home/apt,191,1,167,2022-10-22,3.17,1,144,34,Exempt
24478060,3 mins walk to Flynns Beach  Ocean views  Wifi,15162364,Sue,,Port Macquarie-Hastings,-31.44274,152.92504,Entire home/apt,183,1,117,2022-10-30,2.47,3,78,18,PID-STRA-14007-1
24478252,Emerald Downs Villa - Golfers paradise!,184905853,Sue,,Port Macquarie-Hastings,-31.47868,152.90829,Private room,111,2,66,2022-10-02,1.20,1,151,22,PID-STRA-16873
24502448,"""SHOREBREAK"" at Bonny Hills  - Beachfront Location",91395105,Julie,,Port Macquarie-Hastings,-31.58882,152.8378,Entire home/apt,429,3,65,2022-10-01,1.26,1,200,17,PID-STRA-7071
24526261,Nambucca Heads home with a view,57210223,Tim,,Nambucca Valley,-30.64367,152.99172,Private room,100,1,60,2022-10-21,1.09,1,25,28,PID-STRA-6118
24526730,Serenity Bay Studio Pacific Bay Resort 1119,146384244,Winning Holidays Sunburst,,Coffs Harbour,-30.26644,153.13598,Entire home/apt,188,2,7,2021-01-01,0.15,12,303,0,PID-STRA-18858
24544989,Mansfield on the Manning  Wattle Cottage,27075553,Suzie,,Mid-Coast,-31.93986,152.42858,Entire home/apt,407,1,33,2022-10-01,0.60,3,225,13,PID-STRA-12614-4
24609170,2 Bdr Apartment 26min 2 nts,98419015,Robert & Jenny,,Coffs Harbour,-30.28739,153.13724,Entire home/apt,213,1,4,2021-05-07,0.09,10,26,0,PID-STRA-19977
24609349,2 Bdr Apt 25 min 2 nts,98419015,Robert & Jenny,,Coffs Harbour,-30.28596,153.1374,Entire home/apt,214,1,3,2020-11-24,0.12,10,26,0,PID-STRA-19977
24634303,Garden Suite - 1 bed,21712563,Kellie & Mike,,Port Macquarie-Hastings,-31.45978,152.91729,Entire home/apt,118,2,164,2022-10-08,2.99,1,332,24,PID-STRA-13534
24634480,3 Bdr Apt 19 min 2 nts,98419015,Robert & Jenny,,Coffs Harbour,-30.2865,153.13873,Entire home/apt,189,1,21,2022-10-23,0.39,10,75,6,PID-STRA-19977
